BCI-AV#,Blissymbol,English,Derivation - explanation,POS,Swedish,Derivation - explanation svenska ,Norwegian,Derivation - explanation Norwegian ,Finnish,Hungarian,German,Dutch,Afrikaans,Russian,Icelandic,Lithuanian,Latvian,Polish,French,Spanish,Portugese,Italian,Danish,WinBliss,
15968,,parent,(protection + person: person who gives protection to his or her family) - Character (superimposed),BLUE,förälder,(protection + person: person who gives protection to his or her family)  - Character (superimposed),forelder,,vanhempi,szülő,Eltern,"ouder (vader of moeder), ouders",ouer,родитель,foreldri,tėvas (vienas iš tėvų),vecāks,rodzic,parent,padre,pais,genitori,"forælder, forældre",R#1#1#0#0#8#31#9##0#4*&W#2#1#0#2#16#33#17##0#4*&W#4#2#0#4#8#35#9##0#4*%£,
15969,,park,(flower + earth + tree: place with flowers and trees) - Character (superimposed),YELLOW,park,(flower + earth + tree: place with flowers and trees)  - Character (superimposed),park,,puisto,park,Park,park,park,парк,almenningsgarður,parkas,parks,"park, ogród miejski",parc,parque,parque,parco,park,H#2#1#0#0#8#29#9##0#4*&O#1#3#0#2#12#31#13##0#4*&K#2#3#0#6#8#35#9##0#4*&K#2#4#0#10#8#39#9##0#4*&W#2#2#0#10#8#39#9##0#4*%£,
15970,,"parrot,myna,talking_bird",(bird + to talk: bird that can be trained to talk),YELLOW,papegoja,(bird + to talk: bird that can be trained to talk),papegøye,,papukaija,"papagáj, trópusi seregély, más beszélő madár",Papagei,papegaai,papegaai,попугай,páfagaukur,"papūga, kalbantis paukštis",papagailis,papuga (mówiąca),perroquet,loro,papagaio,pappagallo,papegøje,K#2#2#0#0#8#27#9##0#4*&V#5#1#0#3#12#30#13##0#4*&K#2#1#0#4#8#31#9##0#4*&H#2#1#0#8#10#35#11##0#4*%£,
15971,,parsnip,"(vegetable (wedge-shaped) + white: vegetable with a long, white, edible root)",YELLOW,palsternacka,"(vegetable (wedge-shaped) + white: vegetable with a long, white, edible root)",pastinakk,,palsternakka,"fehérrépa, parsznip",Pastinak,"pastinaak, ",witwortel,пастернак,pastínak,pastarnokas,pastinaks,pasternak,"salsifis, scorsonère",chirivía,cherovia,pastinaca,pastinak,W#4#1#0#0#16#21#17##0#4*&V#2#3#0#2#16#23#17##0#4*&K#2#1#0#4#12#25#13##0#4*&H#2#1#0#10#10#31#11##0#4*&W#2#1#0#10#16#31#17##0#4*&Q#1#1#0#12#12#33#13##0#4*&A#1#2#0#16#11#37#12##0#4*&T#5#1#0#19#15#40#16##0#4*&W#2#2#0#20#14#45#15##0#4*&W#4#2#0#20#8#41#9##0#4*%£,
15972,,"part,bit,piece,portion,part_of","(division [half-sized]: a part is created when something is divided) With the gloss ""part of"", the symbol is used before another symbol to create a new meaning, which is part of the meaning of the original symbol, i.e., part of + language = word. See Note p. II-106 in BRG) - Character",GRAY,"del, bit, stycke, del av","(division [half-sized]: a part is created when something is divided)  With the gloss ""part of"", the symbol is used before another symbol to create a new meaning, which is part of the meaning of the original symbol, i.e., part of + language = word. See Note p. II-106 in BRG)  - Character","del av, bit, del",,"osa, pala, viipale","rész, része valaminek, darabka, részlet","Teil, Stück, Portion, Anteil","gedeelte, deel, stuk","deel van gedeelte deel stuk van, stuk","часть, доля",hluti af,"dalis, truputis",daļa,"część, kawałek",partie de,"parte, porción, trocito, pedacito",fracção,"parte, pezzo, parte di","division, deling, del",W#2#1#0#0#12#27#13##0#4*&Q#1#1#0#2#10#29#11##0#4*&Q#1#1#0#2#14#29#15##0#4*%£,
15973,,party,(gathering + happy),YELLOW,"fest, kalas",(gathering + happy),"fest, selskap, party",,"juhla, juhlat, kutsut","parti, buli, fesztivál","Fest, Feier, Party",feest,"partytjie, fees, party, feestelikheid",вечеринка,"veisla, hátíð, útihátíð","vakarėlis, šventė","viesības, svētki","przyjęcie, party, zabawa towarzyska","fête, soirée, réception","fiesta, festival",festa,festa,"fest, overnatningsfest",W#2#1#0#0#12#17#13##0#4*&R#2#2#0#2#10#19#11##0#4*&R#2#1#0#4#14#21#15##0#4*&R#2#3#0#4#8#21#9##0#4*&W#2#2#0#6#6#23#7##0#4*&W#2#2#0#6#14#23#13##0#4*&R#2#4#0#8#10#25#11##0#4*&W#2#1#0#8#12#25#13##0#4*&B#1#1#0#14#8#45#9##0#4*&F#1#1#0#24#8#55#9##0#4*%£,
15974,,Passover,"(week + bread + low: the week when unleavened bread, matzo, is eaten)",YELLOW,Passover (Israel),"(week + bread + low: the week when unleavened bread, matzo, is eaten)",Passover (Israel),,"pesah, pesach, pääsiäinen","Pészach (héber), zsidó húsvét","Pessach, Passah, Pascha",Passover (Joods),Pasga,"еврейская пасха, пасхальный агнец",páskar gyðinga,žydų velykos,"Pasa svētki, ebreju Lieldienas",pascha (hebr),Pâque juive,Pascua Judía,páscoa dos judeus,Pasqua ebraica,jødisk påske,Y#8#1#0#0#12#21#13##0#4*&H#3#1#0#4#8#25#9##0#4*&W#4#1#0#4#16#25#17##0#4*&K#4#4#0#14#12#35#13##0#4*&W#4#1#0#15#12#36#13##0#4*&W#4#1#0#15#16#36#17##0#4*&K#4#2#0#23#12#44#13##0#4*&W#2#1#0#26#12#49#13##0#4*&W#2#1#0#26#16#49#17##0#4*%£,
15975,,past,(outline of parabolic mirror focused on what lies behind it) - Character,YELLOW,förfluten tid,(outline of parabolic mirror focused on what lies behind it)  - Character,fortid,,"menneisyys, mennyt aika","múlt, a múlt",Vergangenheit,verleden (zelfst nw),verlede,прошлое,fortíð,praeitis,pagātne,przeszłość,passé,pasado,passado,passato,"fortid, tidligere",K#3#2#0#0#8#25#9##0#4*%£,
15976,,patience,(ability + to wait),YELLOW,tålamod,(ability + to wait),tålmodighet,,kärsivällisyys,türelem,Geduld,geduld,geduld,терпение,þolinmæði,kantrybė,pacietība,cierpliwość,patience,paciencia,paciência,pazienza,tålmodighed,Q#1#1#0#0#12#23#13##0#4*&V#1#3#0#2#8#25#9##0#4*&F#1#2#0#12#10#35#11##0#4*&W#4#2#0#20#8#43#9##0#4*&H#3#1#0#22#8#45#9##0#4*&W#4#2#0#22#8#45#9##0#4*&W#2#1#0#26#12#49#13##0#4*&W#2#2#0#26#8#49#9##0#4*&W#4#2#0#30#8#53#9##0#4*%£,
15977,,be_patient-(to),(patience + action indicator),RED,ha tålamod,(patience + action indicator),"ha tålmodighet, være tålmodig",,"olla kärsivällinen, malttaa","türelmesnek lenni, türelemmel lenni",geduldig sein,geduldig zijn,geduldig wees (om te),терпеть,þolinmóður,būti kantriam,pacietīgs,mieć cierpliwość (czynność),être patient,ser paciente,paciente (ser),essere paziente,er tålmodig,Q#1#1#0#0#12#23#13##0#4*&V#1#3#0#2#8#25#9##0#4*&V#5#1#0#5#4#28#5##0#4*&F#1#2#0#12#10#35#11##0#4*&W#4#2#0#20#8#43#9##0#4*&H#3#1#0#22#8#45#9##0#4*&W#4#2#0#22#8#45#9##0#4*&W#2#1#0#26#12#49#13##0#4*&W#2#2#0#26#8#49#9##0#4*&W#4#2#0#30#8#53#9##0#4*%£,
15978,,paw,"(animal + pointer, to paw or hoof) - Character (superimposed - pointer)",YELLOW,"tass, labb (etc)","(animal + pointer, to paw or hoof)  - Character (superimposed - pointer)","labb, pote (o.l.)",,"tassu, kavio, käpälä, sorkka",mancs,"Pfote, Tatze","poot, klauw","poot, klou",лапа,loppa,letena,"ķepa, ķetna","łapa, kopyto, racica",patte,pata,garras,zampa,"pote, hov, pote",V#2#1#0#0#12#27#13##0#4*&W#4#1#0#0#12#27#13##0#4*&V#2#1#0#4#12#31#13##0#4*&R#2#4#0#9#14#36#15##0#4*%£,
15979,,"pay,spend-(to)",(to give + money + action indicator),RED,betala,(to give + money + action indicator),betale,,maksaa,"fizetni, kifizetni, pénzt költeni, kiadni",bezahlen,betalen,"betaal, spandeer (om te)",платить,"borga, eyða","sumokėti, mokėti, išleisti","maksāt, samaksāt","płacić, wydawać pieniądze",payer,"pagar, gastar",pagar,pagare,betaler,J#1#3#0#0#12#25#13##0#4*&F#1#1#0#2#8#27#9##0#4*&V#5#1#0#3#4#28#5##0#4*&H#2#1#0#10#8#35#9##0#4*&H#2#1#0#10#12#35#13##0#4*&W#4#2#0#12#8#37#15##0#4*%£,
15980,,peace_(opposite_war),(opposite meaning + war),YELLOW,fred,(opposite meaning + war),fred,,rauha,béke,Frieden,vrede (geen oorlog),vrede (geen oorlog),мир,friður,taika,miers (ant. Karš),pacyfizm,paix (contraire de guerre),paz (opuesto a guerra),paz,pace,fred,W#5#2#0#0#8#23#9##0#4*&W#4#2#0#2#8#25#9##0#4*&W#5#2#0#2#14#25#15##0#4*&T#4#1#0#6#12#29#13##0#4*&T#4#1#0#10#8#33#9##0#4*&T#4#1#0#14#12#37#13##0#4*%£,
15981,,"peace,peace_of_mind,serenity",(feeling + world: feeling of being at one with the world) - Character (superimposed),YELLOW,"frid, ro, lugn",(feeling + world: feeling of being at one with the world)  - Character (superimposed),"fred, ro i sinnet, ro",,"rauha, mielenrauha","lelkibéke, lelkinyugalom, békesség, nyugalom","Zufriedenheit, Gelassenheit, Ruhe, Friede",vrede (in gedachte),"vrede, rustig, kalm","мир, покой","friður, æðruleysi","ramybė, taika, rimtis","miers, mierīgums","spokój, relaks, odprężenie",paix (sentiment),"paz, tranquilidad, serenidad",serenidade,"pace, serenità","fred, ro",B#1#1#0#0#8#57#9##0#4*&W#4#1#0#0#8#33#9##0#4*&W#4#1#0#0#16#33#17##0#4*%£,
15982,,"peaceful,serene,calm",(peace + description indicator),GREEN,"lugn, fridfull",(peace + description indicator),"fredelig, i fred",,rauhallinen,"békés, nyugodt, nyugalmas","friedlich, ruhig, gelassen","vredig, rustig, sereen","vrede, rustigheid, kalmte, rustige","мирный, спокойный","rólegur,friðsamlegur, æðrulaus","taikus, ramus",mierīgs,"spokojny, spokojna, odprężony","pacifique, paisible, tranquille","pacífico, sereno, calmo",tranquilo,"calmo, quieto","fredfyldt, fred (elig)",B#1#1#0#0#8#33#9##0#4*&W#4#1#0#0#8#33#9##0#4*&W#4#1#0#0#16#33#17##0#4*&V#5#3#0#3#4#36#5##0#4*%£,
15983,,"peach,nectarine",(pictograph with stem + pit) - Character (superimposed),YELLOW,"persika, nektarin",(pictograph with stem + pit)  - Character (superimposed),"fersken, nektarin",,"persikka, nektariini","őszibarack, nektarin","Pfirsich, Nektarine",nectarine,perske,"персик, нектарин",ferskja,"persikas, nektarinas","persiks, nektarīns","brzoskwinia, nektarynka",pêche (fruit),melocotón,pêssego,pesca,fersken,J#1#3#0#0#12#27#13##0#4*&K#1#1#0#0#10#27#11##0#4*&K#5#4#0#3#13#31#14##0#4*&K#1#1#0#4#10#31#11##0#4*&K#2#1#0#4#8#31#9##0#4*&K#5#2#0#4#13#31#14##0#4*%£,
15984,,peacock,(bird + fan: bird with a tail that opens like a fan),YELLOW,påfågel,(bird + fan: bird with a tail that opens like a fan),påfugl,,riikinkukko,páva,Pfau,pauw,pou,павлин,páfugl,povas,pāvs,paw  (ptak),paon,pavo real,pavão,pavone,påfugl,K#2#2#0#0#8#27#9##0#4*&V#5#1#0#3#12#30#13##0#4*&K#2#1#0#4#8#31#9##0#4*&J#1#1#0#10#8#37#9##0#4*&R#1#3#0#10#12#37#13##0#4*%£,
15985,,peanut_butter,(spread + seed),YELLOW,jordnötssmör,(spread + seed),peanøttsmør,,maapähkinävoi,mogyoróvaj,Erdnussbutter,pindakaas,grondboontjiebotter,арахисовое масло,hnetusmjör,riešutų sviestas,zemesriekstu sviests,masło orzechowe,beurre d'arachide,mantequilla de cacahuete,manteiga de amendoim,burro di noccioline,"jordnøddesmør, peanutsmør",H#2#1#0#0#10#29#11##0#4*&R#2#3#0#0#14#29#15##0#4*&W#2#1#0#0#16#29#17##0#4*&W#4#1#0#6#16#35#17##0#4*&Q#1#1#0#8#18#37#19##0#4*&Q#1#1#0#12#18#41#19##0#4*%£,
15986,,pear,(pictograph with stem) - Character,YELLOW,päron,(pictograph with stem)  - Character,pære,,päärynä,körte,Birne,peer,peer,груша,pera,kriaušė,bumbieris,gruszka,poire,pera,pêra,pera,pære,K#4#4#0#0#12#32#13##0#4*&K#6#4#0#1#8#34#9##0#4*&W#2#1#0#1#16#33#17##0#4*&K#2#1#0#3#4#35#5##0#4*&K#6#2#0#3#8#36#9##0#4*&K#4#2#0#5#12#37#13##0#4*%£,
15987,,pea(s),(pictograph: symbol suggests a cross section of two peas in a pod) - Character,YELLOW,ärtor,(pictograph: symbol suggests a cross section of two peas in a pod)  - Character,erter,,"herne, herneet","zödborsó, borsó",Erbse,erwt,ertjie,горох,baun,žirnis (-iai),zirņi,groch,pois,guisante,vagem,piselli,ærter,K#3#4#0#0#8#33#9##0#4*&H#1#1#0#2#9#35#10##0#4*&H#1#1#0#2#13#35#14##0#4*&K#3#2#0#4#8#37#9##0#4*%£,
15988,,peel,(protection + fruit),YELLOW,skal,(protection + fruit),skall,,kuori,"héj, gyümölcshéj",Schale,schil,skil,"корка, кожура","flus, skræl","luoba, žievė",miza,skórka owocu,pelure,"piel, cáscara",casca,buccia,skal,R#1#1#0#0#8#27#9##0#4*&H#2#1#0#10#12#37#13##0#4*&K#2#1#0#12#8#39#9##0#4*%£,
15989,,peel-(to),(to remove + peel + action indicator),RED,skala,(to remove + peel + action indicator),skrelle,,kuoria,"hámozni, meg/lehámozni",schälen,"schillen, pellen",skil (om te),очищать кожуру ,skræla,"nulupti, nuskusti",mizot,"obierać owoce, obierać ze skórki",peler,pelar,descascar,pelare,"skræller, skrælle",W#4#1#0#0#12#21#13##0#4*&V#5#1#0#3#4#24#5##0#4*&R#1#1#0#10#8#31#9##0#4*&H#2#1#0#20#12#41#13##0#4*&K#2#1#0#22#8#43#9##0#4*%£,
15990,,pelican,(water bird + pouch: water bird with a pouch-shaped bill),YELLOW,pelikan,(water bird + pouch: water bird with a pouch-shaped bill),pelikan,,pelikaani,pelikán,Pelikan,pelikaan,pelikaan,пеликан,pelíkani,pelikanas,pelikāns,pelikan,pélican,pelícano,pelicano,pellicano,pelikan,A#1#2#0#0#17#27#18##0#4*&K#2#2#0#0#8#27#9##0#4*&V#5#1#0#3#12#30#13##0#4*&K#2#1#0#4#8#31#9##0#4*&J#1#3#0#10#12#37#13##0#4*%£,
15991,,"pen,pencil",(pictograph: symbol suggests a pen or pencil in writing position) - Character,YELLOW,penna,(pictograph: symbol suggests a pen or pencil in writing position)  - Character,"penn, blyant, kulepenn",,kynä,"toll, ceruza, írótoll","Stift, Kugelschreiber","potlood, pen","pen, potlood","ручка, карандаш","penni, blýantur","rašiklis, pieštukas",pildspalva,"długopis, ołówek","crayon, stylo",lápiz,caneta,penna,"pen, blyant, blyant",W#8#1#0#0#8#31#9##0#4*%£,
15992,,"penetrate,go_through-(to)",(through + action indicator),RED,gå igenom,(through + action indicator),gå gjennom,,"lävistää, tunkeutua, mennä läpi","áthatolni, átmenni, keresztülmenni","eindringen, durchdringen, durchhin gehen","doordringen, doorgaan, doorheen gaan","deurgaan, penetreer (om te)","проникать, проходить","fara í gegnum, komast inn","įsiskverbti, prasiskverbti","iespiesties, iekļūt","przechodzić, przenikać","pénétrer, passer à travers, traverser",penetrar,penetrar,penetrare,går igennem,F#1#2#0#0#10#31#11##0#4*&V#5#1#0#3#4#34#5##0#4*&W#4#2#0#4#8#35#9##0#4*%£,
15993,,penguin,(water bird + to walk: water bird that walks),YELLOW,pingvin,(water bird + to walk: water bird that walks),pingvin,,pingviini,pingvin,Pinguin,pinguïn,pikkewyn,пингвин,mörgæs,pingvinas,pingvīns,pingwin,"pingouin, manchot",pingüino,pinguim,pinguino,pingvin,A#1#2#0#0#17#23#18##0#4*&K#2#2#0#0#8#23#9##0#4*&V#5#1#0#3#12#26#13##0#4*&K#2#1#0#4#8#27#9##0#4*&V#1#1#0#10#8#33#9##0#4*&W#2#1#0#10#16#33#17##0#4*&W#2#1#0#18#16#41#17##0#4*%£,
15994,,penis,(male_genitals_(man_with_penis) + pointer) - Character (superimposed - pointer),YELLOW,"penis, snopp",(male_genitals_(man_with_penis) + pointer)  - Character (superimposed - pointer),"penis, tiss",,"penis, siitin","hímvessző, pénisz",Penis,"penis, piemel, plasser",penis,пенис,typpi,"varpa, penis ",dzimumlockelis,penis,pénis,pene,pénis,pene,penis,W#2#1#0#0#16#29#17##0#4*&W#4#2#0#0#8#29#9##0#4*&W#5#1#0#0#12#29#13##0#4*&R#2#4#0#3#12#32#13##0#4*%£,
15995,,pepper_(vegetable),(pictograph with stem) - Character,YELLOW,paprika,(pictograph with stem)  - Character,paprika,,"pippurikasvi, paprika","paprika, zöldpaprika","Pfeffer, Paprika",paprika,peper (groente),"паприка, болгарский перец",papríka,pipiras (daržovė),pipars (dārzenis),papryka (warzywo) (świeże),poivron,pimiento (vegetal),pimenta (vegetal),peperone,"peberfrugt, chili peber",K#1#3#0#0#14#33#15##0#4*&K#7#1#0#0#9#33#10##0#4*&W#2#2#0#0#10#33#11##0#4*&K#2#1#0#2#4#35#5##0#4*&K#7#1#0#2#9#35#10##0#4*&W#1#2#0#2#8#35#9##0#4*&W#2#2#0#4#10#37#11##0#4*%£,
15996,,pepper_(seasoning),"(adding,additive + taste + fire: combination of seasoning and hot + thing indicator)",YELLOW,peppar,"(adding,additive + taste + fire: combination of seasoning and hot + thing indicator)",pepper,,pippuri,"csípős, erős fűszer (pl. bors, csili)",Pfeffer,peper,peper (geurmiddel),перец,pipar,pipiras (prieskonis),pipars (garšviela),papryka (przyprawa),poivre (assaisonnement),pimienta (condimento),pimenta (condimento),pepe,"pebber, pepper",T#1#1#0#0#8#21#9##0#4*&L#3#1#0#3#4#24#5##0#4*&H#2#1#0#10#10#31#11##0#4*&V#7#4#0#10#8#31#9##0#4*&A#1#1#0#16#8#37#9##0#4*%£,
15997,,"perfume,fragrance,aroma,scent",(smell + happy: pleasant smell),YELLOW,parfym,(smell + happy: pleasant smell),parfyme,,"hajuste, aromi, tuoksu","illat, aroma",Parfüm,parfum,"parfuum, geur, aroma, reuk","духи, аромат","ilmvatn, lykt, ilmur","kvepalai, aromatas, kvapas",smaržas,"perfum, zapach, aromat","parfum, senteur, fragrance","perfume, fragancia, aroma",perfume,profumo,parfume,V#7#4#0#0#8#27#9##0#4*&W#2#1#0#0#18#27#19##0#4*&B#1#1#0#6#8#33#9##0#4*&F#1#1#0#16#8#43#9##0#4*%£,
15998,,perpendicular,"(line,stripe + ground: international mathematical symbol) - Character (superimposed)",YELLOW,lod,"(line,stripe + ground: international mathematical symbol)  - Character (superimposed)","loddrett, vinkelrett, perpendikulær",,"kohtisuora, pystysuora",merőleges,"lotrecht, senkrecht",loodrecht,loodreguit,перпендикуляр,hornrétt,statmuo,"perpendikuls, perpendikulārs",prostopadle,perpendiculaire,perpendicular,perpendicular,perpendicolare,lodret linie,W#4#1#0#0#16#5#17##0#4*&W#4#2#0#4#8#9#9##0#4*%£,
16161,,"person,human_being,individual,human","(symbol suggests a human being standing, with feet turned out) - Character",BLUE,"person, människa","(symbol suggests a human being standing, with feet turned out)  - Character","person, menneske",,"henkilö, ihminen","személy, egyén, emberi lény","Person, Mensch, Individuum","persoon, mens","persoon, mens, individueel, homosapien",человек,"persóna, manneskja","asmuo, žmogus, individas","cilvēks, dzīva būtne, indivīds","osoba, człowiek","personne, être humain, individu","persona, ser humano",ser humano,"persona, essere umano, individuo","person, person 75",S#1#1#0#0#8#15#9##0#4*%£,
16162,,kneeling_(kneeling_person),(person [modification]: showing knees bent) - Character (modified),BLUE,knäböjande (person på knä),(person [modification]: showing knees bent) - Character (modified),person (knelende),,polvillaan oleva henkilö,"térdelés, térdelő személy",knieende Person,"persoon (geknield), mens (geknield)",persoon (knielend),человек (на коленях),krjúpa,klūpantis žmogus,uz ceļiem nometies cilvēks,"osoba na klęczkach, klęcząca",personne (à genoux),persona (de rodillas),pessoa ajoelhada,genuflessione,person der knæler,W#2#1#0#0#16#31#17##0#4*&W#2#2#0#0#8#31#9##0#4*&W#6#1#0#0#12#31#13##0#4*%£,
16163,,"reclining,lying_(person_lying_down)",(person [modification]: lying on his back) - Character (modified),BLUE,liggande (liggande person),(person [modification]: lying on his back) - Character (modified),person (liggende),,makaava henkilö,"fekvés, fekvő személy",liegende Person,"persoon (liggend), mens (liggend)",persoon (lêend),человек (лежачее положение),liggjand persóna,gulintis žmogus,gulošs cilvēks,"osoba leżąca, leżący",personne (position couchée),"persona tumbada, persona acostada",pessoa deitada,stare sdraiato,person der ligger ned,W#4#1#0#0#16#29#17##0#4*&W#2#2#0#8#12#37#13##0#4*%£,
16164,,"illness,disease,sickness_(sick_person)",(person [modification]: lying on his back with knees drawn up as if sick or in pain) - Character (modified),YELLOW,sjukdom (sjuk person),(person [modification]: lying on his back with knees drawn up as if sick or in pain) - Character (modified),person (syk),,"sairaus, sairas henkilö","betegség, ágyban fekvő személy",Krankheit (kranke Person),ziekte,siekte (siek persoon),человек (больной),"sjúkdómur, sjúk manneskja","liga, sirgimas (sergantis žmogus)",slims cilvēks,"choroba, ból","maladie, personne (malade)",enfermedad (persona enferma),doença,malattia,sygdom,R#1#1#0#0#12#31#13##0#4*&W#2#2#0#8#12#39#13##0#4*%£,
16165,,"seat,sitting_(sitting_person)",(person [modification]: in sitting position) - Character (modified),YELLOW,"sits, säte (sittande person)",(person [modification]: in sitting position) - Character (modified),person (sittende),,istuva henkilö,"ülés, ülő személy",Sitzfläche,"zittend, persoon (zittend)",sit sittende (persoon),человек (сидящий),"sæti, stóll",sėdintis žmogus,sēdošs cilvēks,"osoba siedząca, siedzący",personne (position assise),"asiento, sentada (persona)",assento (cadeira),sedile,"sæde, stol",W#2#1#0#0#12#31#13##0#4*&W#2#2#0#0#8#31#9##0#4*&W#2#2#0#4#12#35#13##0#4*%£,
